id,links_news,expert1,expert2,expert3,final,global_level,level_sentence_pt,sentence_en,comment,adequacy
11,https://recreio.com.br/noticias/natureza/guardioes-da-criacao-uma-jornada-ludica-pelos-biomas-brasileiros-que-ensina-a-cuidar-da-natureza.phtml,FALSE,FALSE,FALSE,FALSE,1,"1;""A jornada continua pela Mata Atlântica, um dos biomas mais ameaçados do planeta, e o Pantanal, com sua fauna exuberante e a necessidade de proteção sustentável dos animais.""","""The journey continues through the Atlantic Forest, one of the most threatened biomes on the planet, and the Pantanal, with its exuberant fauna and the need for sustainable animal protection.""","O texto não é adequado para uma avaliação em larga escala, pois apresenta conceitos religiosos, como valores cristãos e menção a Deus, temática que deve ser evitada nos testes.",no
12,https://recreio.com.br/noticias/natureza/eles-sabem-tecer-saiba-mais-sobre-o-bicho-da-seda.phtml,FALSE,FALSE,FALSE,FALSE,0,,,,no
13,https://recreio.com.br/noticias/natureza/dia-da-amazonia-um-chamado-a-consciencia-e-a-preservacao.phtml,FALSE,FALSE,FALSE,FALSE,0,,,"O texto não deve ser usado pois apresenta o lançamento de uma publicação especial de uma revista com um caráter de propaganda, além disso traz o trecho sensível: ""ameaçada pelo desmatamento, pelas queimadas, pela mineração ilegal e pelo avanço da exploração econômica"".",yes
14,https://recreio.com.br/noticias/natureza/de-dinossauro-louva-deus-veja-como-surgiram-os-nomes-dos-bichos.phtml,FALSE,FALSE,FALSE,TRUE,2,"2;""Aracne ganhou, mas Atena, louca da vida, transformou a moça em um bicho… Adivinhe qual!""","""Arachne won, but Athena, crazy at life, turned the girl into an animal… Guess which one!""","O texto é adequado para uma avaliação em larga escala; no entanto, o trecho “LOUVA-A-DEUS Esse inseto é chamado assim porque, quando está parado, junta as patas como se estivesse rezando. Até o seu nome científico é engraçado: Mantis religiosa.” deve ser fragmentado.",no
15,https://recreio.com.br/noticias/natureza/confira-algumas-curiosidades-incriveis-sobre-chuva.phtml,FALSE,FALSE,FALSE,FALSE,0,,,"O texto pode ser usado, mas é preciso fragmentar o trecho que pode ser sensível por abordar um aspecto religioso: ""Dança da chuva No passado, alguns povos cantavam e dançavam para pedir aos deuses que mandassem chuva. Até hoje há crenças sobre isso. Dizem, por exemplo, que sair na rua com o guarda-chuva aberto atrai chuva. Já para espantar um temporal, a receita é colocar um ovo em cima de um muro e pedir a Santa Clara que leve a chuva embora.""",parcially
16,https://recreio.com.br/noticias/natureza/como-conchas-se-formam.phtml,FALSE,FALSE,FALSE,TRUE,2,"2;""Sendo assim, a concha tem a função de proteger o corpo do animal de ataques de predadores e variações de temperatura e umidade.""","""Therefore, the shell has the function of protecting the animal's body from predator attacks and variations in temperature and humidity.""",,parcially
17,https://recreio.com.br/noticias/natureza/entenda-como-acontecem-as-quatro-estacoes-do-ano.phtml,FALSE,FALSE,FALSE,FALSE,0,,,"O texto pode ser usado, mas é preciso fragmentar o trecho ""Os animais estão ativos e muitas espécies procuram parceiros para acasalar"".",yes
18,https://recreio.com.br/noticias/natureza/a-importancia-de-ensinar-preservacao-ambiental-para-criancas.phtml,FALSE,FALSE,FALSE,FALSE,1,"1;""Ouvimos sobre a ação do ser humano no planeta, mudanças climáticas, poluição do ar e da água, e como tudo isso coloca em risco animais, plantas e até nós.""
1;""Nas mudanças climáticas, todos perdem Tudo isso atinge pessoas de verdade.""","""We hear about human action on the planet, climate change, air and water pollution, and how all of this puts animals, plants and even us at risk.""
""In climate change, everyone loses All of this affects real people.""","O texto está adequado para uma avaliação em larga escala; no entanto, trechos como “Eles aparecem nas enchentes que invadem cidades, nas contas de luz que sobem por causa das secas, e nas doenças que se espalham mais rápido, como dengue, febre-amarela e até pandemias como a COVID-19.” e “Também estão no preço do pão e do chocolate, que aumentam porque trigo e cacau ficam mais difíceis de produzir. No plástico que contamina rios, mares e nossos alimentos. Nas comunidades que bebem água poluída e têm mais risco de adoecer. No calor extremo que nos deixa sem dormir e no ar seco e poluído, que agrava doenças respiratórias.” — devem ser fragmentados, por abordarem temas sensíveis, como doenças, enchentes e prejuízos financeiros.",parcially
19,https://recreio.com.br/noticias/natureza/50-anos-no-brasil-ong-visao-mundial-olha-para-quem-ninguem-ve-na-amazonia-e-em-zonas-de-conflito.phtml,TRUE,TRUE,TRUE,TRUE,3,"3;""Longe da visão romântica do paraíso natural, o dia a dia de jovens e crianças é marcado pela luta contra a solidão, a falta de perspectivas e problemas de saúde mental que, em casos trágicos, levam ao suicídio.""
3;""São histórias de dor e resiliência, como a de um menino de 5 anos que chorava diariamente pela perda do pai, ou a do garoto de 10 que, após sofrer abuso, tirou a própria vida.""
3;""A caminhada de um mês com um bebê no colo, a perda do filho e a atitude desesperada de se atirar de uma ponte com o corpo da criança mostram que a luta por sobrevivência pode levar ao limite da dignidade humana.""","""Far from the romantic vision of natural paradise, the daily lives of young people and children are marked by the struggle against loneliness, lack of perspectives and mental health problems that, in tragic cases, lead to suicide.""
""They are stories of pain and resilience, like that of a 5-year-old boy who cried daily over the loss of his father, or that of the 10-year-old boy who, after suffering abuse, took his own life.""
""The month-long walk with a baby on her lap, the loss of the child and the desperate attitude of throwing herself off a bridge with the child's body show that the fight for survival can take human dignity to the limit.""","O texto não é adequado para uma avaliação em larga escala, pois evidencia a vulnerabilidade e a violência sofridas por alguns povos indígenas no país.",parcially
20,https://recreio.com.br/noticias/games/roblox-lanca-ferramenta-que-estima-idade-de-jogadores-em-prol-da-seguranca.phtml,FALSE,FALSE,FALSE,FALSE,0,,,"O texto é adequado para uma avaliação em larga escala; no entanto, o trecho “... uma inteligência artificial que ajuda a detectar sinais de exploração infantil,...” deve ser fragmentado.",no
21,https://recreio.com.br/noticias/games/pubg-e-k-pop-se-unem-g-dragon-do-bigbang-estrela-nova-colaboracao.phtml,FALSE,TRUE,FALSE,FALSE,0,,,"O texto não é adequado para uma avaliação em larga escala, pois aborda a temática de uma empresa desenvolvedora de jogos eletrônicos.",no
22,https://recreio.com.br/noticias/games/premio-e-sports-brasil-revela-os-indicados-da-9o-edicao-da-premiacao.phtml,FALSE,FALSE,FALSE,FALSE,0,,,"Para ser usado na elaboração de itens, o texto deve ser fragmentado, considerando somente a parte da notícia e retirando toda lista de concorrentes em cada categoria, a partir do trecho ""Mas, quais são as categorias?"" (sic). Essa fragmentação é necessária, pois precisamos considerar o padrão de diagramação dos itens e dos cadernos de teste.",no
23,https://recreio.com.br/noticias/games/por-que-gta-vi-ja-e-um-sucesso-no-brasil-antes-do-lancamento.phtml,TRUE,TRUE,FALSE,FALSE,0,,,"O texto não é adequado para uma avaliação em larga escala, pois aborda o sucesso de um jogo eletrônico que trata de temas relacionados à violência e ao roubo.",parcially
24,https://recreio.com.br/noticias/games/playstation-plus-veja-os-jogos-que-chegam-ao-catalogo-em-outubro.phtml,FALSE,TRUE,TRUE,TRUE,3,"2;""PlayStation Plus: veja os jogos que chegam ao catálogo em outubro PlayStation Plus traz grandes sucessos para o Halloween com um remake de terror de tirar o fôlego, luta livre explosiva e uma visual novel assustadora O PlayStation Plus começou o mês de outubro de 2025 em grande estilo, preparando o terreno para as comemorações do Halloween com três jogos incríveis para os assinantes do plano Essential, Extra e Deluxe.""
2;""Destaques de outubro: terror, ação e suspense psicológico A seleção do mês foi cuidadosamente pensada para oferecer diversão de gêneros variados, com destaque especial para o terror e o suspense, em uma temática perfeita para a época do Dia das Bruxas.""
3;""Chegando lá, ele descobre que a tripulação foi massacrada por criaturas horrendas chamadas Necromorfos e sua amada, Nicole, está desaparecida.""
3;""A desenvolvedora Striking Distance Studios, que tem entre seus fundadores Glen Schofield (um dos criadores da série original ""Dead Space"" na extinta Visceral Games), prometeu uma experiência de terror ainda mais intensa, misturando combate de tiro e corpo a corpo em uma atmosfera de isolamento e paranoia.""
1;""| PS4, PS5 Apesar da aparência fofa e colorida de um romance escolar, ""Doki Doki Literature Club Plus!"" esconde uma experiência de terror psicológico que pegou muita gente de surpresa.""","""PlayStation Plus: see the games coming to the catalog in October PlayStation Plus brings big hits for Halloween with a breathtaking horror remake, explosive wrestling and a scary visual novel PlayStation Plus started the month of October 2025 in style, setting the stage for Halloween celebrations with three incredible games for Essential, Extra and Deluxe plan subscribers.""
""October highlights: horror, action and psychological suspense The month's selection was carefully designed to offer fun in a variety of genres, with a special emphasis on horror and suspense, in a perfect theme for the Halloween season.""
""Arriving there, he discovers that the crew has been massacred by horrific creatures called Necromorphs and his beloved, Nicole, is missing.""
""Developer Striking Distance Studios, whose founders include Glen Schofield (one of the creators of the original “Dead Space” series at the now defunct Visceral Games), promised an even more intense horror experience, mixing shooting and melee combat in an atmosphere of isolation and paranoia.""
""| PS4, PS5 Despite the cute and colorful appearance of a school romance, “Doki Doki Literature Club Plus!” hides a psychological horror experience that took many people by surprise.""","O texto não é adequado para uma avaliação em larga escala, pois aborda a temática de uma empresa desenvolvedora de jogos eletrônicos.",no
25,https://recreio.com.br/noticias/games/musicas-de-ludmilla-e-charlie-brown-jr-chegarao-ao-fortnite.phtml,FALSE,TRUE,TRUE,TRUE,2,"2;""O título foi construído na Unreal Engine 4, e rapidamente se destacou por oferecer diferentes modos de jogo, sendo o mais popular o Battle Royale, onde até 100 jogadores competem em uma ilha até restar apenas um sobrevivente ou equipe.""","""The title was built on Unreal Engine 4, and quickly stood out for offering different game modes, the most popular being Battle Royale, where up to 100 players compete on an island until only one survivor or team remains.""","O texto é adequado para uma avaliação em larga escala; no entanto, o trecho que cita a empresa desenvolvedora de jogos eletrônicos deve ser suprimido.",no
26,https://recreio.com.br/noticias/games/lucas-inutilismo-e-squad-de-influenciadores-apresentam-novo-modo-de-jogo-em-league-of-legends.phtml,FALSE,TRUE,TRUE,TRUE,2,"1;""Lá, Yunara e Xin Zhao enfrentam provações espirituais para testar sua determinação, tudo orquestrado por uma vilã conhecida de Runeterra: Le Blanc.""
2;""O modo de jogo Bots da Condenação retorna com um novo desafio, permitindo aos jogadores lutar ao lado de Xin Zhao e Yunara para vencer a vilã Le Blanc e seus aliados.""","""There, Yunara and Xin Zhao face spiritual trials to test their resolve, all orchestrated by a well-known villain from Runeterra: Le Blanc.""
""The Bots of Condemnation game mode returns with a new challenge, allowing players to fight alongside Xin Zhao and Yunara to defeat the villainous Le Blanc and her allies.""","O texto é adequado para uma avaliação em larga escala; no entanto, os trechos que mencionam a empresa desenvolvedora de jogos eletrônicos e a expressão “... visões sombrias...” devem ser suprimidos.",no
27,https://recreio.com.br/noticias/games/he-man-novo-jogo-recria-a-magia-da-animacao-classica-veja-o-video.phtml,TRUE,TRUE,TRUE,TRUE,2,"2;""O game terá mais de 12 fases repletas de ação em Eternia, onde os jogadores terão que enfrentar hordas de inimigos e chefes épicos para impedir que o vilão Esqueleto e sua aliada Maligna completem um ritual ancestral que pode mergulhar todo o planeta nas trevas.""
2;""A cereja do bolo é a inclusão de um modo cooperativo, que possibilita até quatro jogadores entrarem na pancadaria, revivendo a experiência arcade com os amigos.""
1;""E sim, será possível usar o Gato Guerreiro nas batalhas.""","""The game will have more than 12 action-packed stages in Eternia, where players will have to face hordes of enemies and epic bosses to prevent the villain Skeletor and his Evil ally from completing an ancient ritual that could plunge the entire planet into darkness.""
""The icing on the cake is the inclusion of a cooperative mode, which allows up to four players to join the fight, reliving the arcade experience with friends.""
""And yes, it will be possible to use the Warrior Cat in battles.""","O texto é adequado para uma avaliação em larga escala; no entanto, os trechos que mencionam “pancadaria lateral” e “... sua aliada Maligna completem um ritual ancestral que pode mergulhar todo o planeta nas trevas.” devem ser suprimidos.",no
28,https://recreio.com.br/noticias/games/guerreiras-do-k-pop-fortnite-oficializa-collab-com-o-filme-veja-o-trailer.phtml,FALSE,TRUE,TRUE,TRUE,2,"1;""Guerreiras do K-Pop: Fortnite oficializa collab com o filme; veja o trailer Rumi, Mira e Zoey estão oficialmente confirmadas no Fortnite: as skins das Guerreiras do K-Pop foram oficializadas; saiba tudo É oficial: as ""Guerreiras do K-Pop"" estão invadindo as arenas do Fortnite!""
2;""O que você precisa saber sobre ‘Guerreiras do K-Pop’ A gente acompanha Zoey, Mira e Rumi, ou melhor, as HUNTR/X, enquanto elas vivem uma vida dupla: girlband amada e poderosa e caçadoras de demônios.""","""K-Pop Warriors: Fortnite official collab with the film; see the trailer Rumi, Mira and Zoey are officially confirmed in Fortnite: the K-Pop Warriors skins have been made official; find out everything It's official: the “K-Pop Warriors” are invading the Fortnite arenas!""
""What you need to know about 'K-Pop Warriors' We follow Zoey, Mira and Rumi, or rather, HUNTR/X, as they live a double life: beloved and powerful girl band and demon hunters.""","O texto não é adequado para uma avaliação em larga escala, pois apresenta muitos termos e nomes estrangeiros que não fazem parte do repertório linguístico dos estudantes, o que pode comprometer a fluidez da leitura e a compreensão do texto.",no
29,https://recreio.com.br/noticias/games/a-freira-e-annabelle-chegam-ao-fortnite-em-ilha-tematica-de-invocacao-do-mal.phtml,TRUE,TRUE,TRUE,TRUE,2,"1;""Longe da tradicional batalha real, a ilha mergulha os jogadores em uma aventura assustadora, com elementos de suspense e terror.""
2;""Os jogadores são desafiados a sobreviver em um ambiente sinistro enquanto buscam aterrorizantes segredos.""
2;""A sensação de perseguição é uma constante, com a Freira seguindo os personagens incansavelmente por toda a ilha, enquanto Annabelle aparece em momentos inesperados, gerando sustos e tensão.""","""Far from the traditional battle royale, the island immerses players in a frightening adventure, with elements of suspense and horror.""
""Players are challenged to survive in a sinister environment while searching for terrifying secrets.""
""The feeling of persecution is constant, with the Nun tirelessly following the characters throughout the island, while Annabelle appears at unexpected moments, generating scares and tension.""","O texto não é adequado para uma avaliação em larga escala, pois aborda a temática de filmes do gênero terror.",no
30,https://recreio.com.br/noticias/escola/por-que-hoje-comemoramos-o-dia-do-folclore.phtml,FALSE,FALSE,FALSE,FALSE,1,"1;""Com sua pele clara e cabelos negros, ela atrai os homens com seu canto hipnotizante, levando-os para o fundo das águas.""
1;""Sua principal característica são os pés virados para trás, que servem para confundir e despistar os caçadores e os exploradores que tentam prejudicar a natureza.""","""With her fair skin and black hair, she attracts men with her mesmerizing singing, taking them deep into the waters.""
""Its main characteristic is its feet facing backwards, which serve to confuse and mislead hunters and explorers who try to harm nature.""","O texto é adequado para uma avaliação em larga escala; no entanto, os trechos que mencionam principais os personagens do folclore brasileiro devem ser suprimidos.",no
31,https://recreio.com.br/noticias/escola/por-que-hoje-comemoramos-o-dia-de-tiradentes.phtml,TRUE,TRUE,TRUE,TRUE,3,"1;""Hora da luta?""
3;""Tiradentes é lembrado até hoje porque foi usado como exemplo pela Coroa Portuguesa: após ser enforcado, teve a cabeça exposta na cidade do Rio de Janeiro.""","""Fight time?""
""Tiradentes is remembered to this day because he was used as an example by the Portuguese Crown: after being hanged, his head was exposed in the city of Rio de Janeiro.""","O texto não é adequado para uma avaliação em larga escala, pois aborda temas relacionados à exploração do ouro no Brasil pelos portugueses, à escravidão e à violência.",no
32,https://recreio.com.br/noticias/escola/como-surgiu-o-dia-dos-pais.phtml,FALSE,FALSE,TRUE,TRUE,3,"3;""Ele ataca caçadores que caçam mais do que precisam.""
2;""Iara: sereia que enfeitiça os pescadores e os leva para o fundo do mar.""
2;""Pode assumir forma humana e sair em busca das vítimas.""
2;""Cuca: tem cabeça de jacaré e costuma aparecer durante a noite para levar embora crianças que são mal-educadas.""","""It preys on hunters who hunt more than they need to.""
""Iara: mermaid who bewitches fishermen and takes them to the bottom of the sea.""
""It can take on human form and go in search of victims.""
""Cuca: has the head of an alligator and usually appears at night to take away children who are rude.""","O texto é adequado para uma avaliação em larga escala; no entanto, os trechos que mencionam a morte de uma mãe durante o parto, a entidade de jovens cristãos e o pai mais jovem, com apenas 16 anos, devem ser suprimidos.",no
33,https://recreio.com.br/noticias/escola/grupo-perfil-apoia-nova-pos-graduacao-em-criacao-de-conteudos-da-belas-artes-voltada-a-jornalistas-e-comunicadores.phtml,FALSE,FALSE,FALSE,FALSE,0,,,"O texto não é adequado para uma avaliação em larga escala, pois a temática relacionada à pós-graduação não faz parte do universo dos estudantes do ensino fundamental e médio.",no
34,https://recreio.com.br/noticias/escola/conheca-8-criaturas-do-folclore-brasileiro.phtml,FALSE,FALSE,TRUE,TRUE,3,"3;""É Boitatá, que se transforma em um pedaço de madeira em brasa para queimar quem tenta incendiar as florestas.""
2;""Tem cabeça de jacaré e surge durante a noite para levar embora crianças mal-educadas.""
1;""Meio mulher e meio peixe, produz um canto que faz os homens a seguirem até o fundo dos rios.""
3;""A parte mais assustadora está no cardápio dessa criatura, que se alimenta da cabeça das pessoas.""","""It is Boitatá, which turns into a burning piece of wood to burn anyone who tries to set fire to the forests.""
""It has the head of an alligator and appears at night to take away rude children.""
""Half woman and half fish, she produces a song that makes men follow her to the bottom of rivers.""
""The scariest part is this creature's menu, which feeds on people's heads.""","O texto é adequado para uma avaliação em larga escala; no entanto, os trechos que mencionam as características do Boto-Cor-de-Rosa — “conquistador de moças bonitas” —, do Curupira — “pior pesadelo dos caçadores e de quem tenta derrubar e queimar as árvores é encontrar com esse ser” —, o termo “índio” e o trecho referente à Iara — “produz um canto que faz os homens a seguirem até o fundo dos rios” — devem ser suprimidos.",no
35,https://recreio.com.br/noticias/escola/curiosidades-sobre-festas-juninas.phtml,FALSE,FALSE,FALSE,FALSE,0,,,"O texto é adequado para uma avaliação em larga escala; no entanto, os trechos que mencionam a religião e a escravidão devem ser suprimidos.",no
36,https://recreio.com.br/noticias/escola/como-a-producao-artistica-de-portinari-contribui-para-o-aprendizado-infantil.phtml,FALSE,FALSE,FALSE,FALSE,0,,,"O texto é adequado para uma avaliação em larga escala; no entanto, o trecho “A pipa é uma conversa com o divino,” escreveu Marco Haurélio. E eu concordo. Porque o divino é isso: um fio invisível que liga o que é da terra ao que é do céu. E toda criança merece ter esse fio entre os dedos.” deve ser suprimido.",no
37,https://recreio.com.br/noticias/escola/cantigas-populares-contribuem-para-alfabetizacao-infantil.phtml,FALSE,FALSE,FALSE,FALSE,0,,,,parcially
38,https://recreio.com.br/noticias/escola/5-livros-infantis-para-aprender-sobre-meio-ambiente-enquanto-se-diverte.phtml,FALSE,FALSE,FALSE,FALSE,0,,,"O texto é adequado para uma avaliação em larga escala; no entanto, o trecho “ribeirinha que teve sua comunidade destruída” deve ser suprimido.",yes
